Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Matches,League
113,Danny Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
114,Josip DrmiÄ,ch SUI,"FW,MF",Norwich City,26,1992,13,0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,1.4,1.4,0.1,0.74,0.05,0.79,0.74,0.79,Matches,epl
115,Martin DÃºbravka,sk SVK,GK,Newcastle Utd,30,1989,28,28,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
116,Ondrej Duda,sk SVK,MF,Norwich City,24,1994,6,6,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.13,0.18,0.32,0.13,0.32,Matches,epl
117,Shane Duffy,ie IRL,DF,Brighton,27,1992,15,11,1071.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,1.5,1.5,0.0,0.13,0.0,0.13,0.13,0.13,Matches,epl
118,Paul Dummett,wal WAL,DF,Newcastle Utd,27,1991,16,14,1229.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,epl
119,Lewis Dunk,eng ENG,DF,Brighton,27,1991,26,26,2340.0,2.0,3.0,0.0,0.0,8.0,0.0,0.08,0.12,0.19,0.08,0.19,3.2,3.2,0.9,0.12,0.04,0.16,0.12,0.16,Matches,epl
120,Ederson,br BRA,GK,Manchester City,25,1993,24,24,2081.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
121,John Egan,ie IRL,DF,Sheffield Utd,26,1992,26,26,2329.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,0.05,0.0,0.06,0.05,0.06,Matches,epl
122,Harvey Elliot,eng ENG,FW,Liverpool,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,Matches,epl
123,Ahmed Elmohamady,eg EGY,DF,Aston Villa,31,1987,11,7,701.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,1.2,0.03,0.15,0.19,0.03,0.19,Matches,epl
124,BjÃ¶rn Engels,be BEL,DF,Aston Villa,24,1994,16,14,1357.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.1,0.06,0.01,0.06,0.06,0.06,Matches,epl
125,Christian Eriksen,dk DEN,"MF,FW",Tottenham,27,1992,20,10,1092.0,2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.16,0.33,0.16,0.33,2.0,2.0,2.0,0.16,0.17,0.33,0.16,0.33,Matches,epl
126,Jonny Evans,nir NIR,DF,Leicester City,31,1988,28,28,2486.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.07,0.04,0.07,2.1,2.1,0.2,0.07,0.01,0.08,0.07,0.08,Matches,epl
127,Åukasz FabiaÅski,pl POL,GK,West Ham,34,1985,15,15,1219.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
128,Fabinho,br BRA,MF,Liverpool,25,1993,19,14,1354.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.07,0.13,0.07,0.13,0.2,0.2,1.2,0.01,0.08,0.09,0.01,0.09,Matches,epl
129,Ralf FÃ¤hrmann,de GER,GK,Norwich City,30,1988,1,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
130,Kiko FemenÃ­a,es ESP,DF,Watford,28,1991,18,16,1436.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.01,0.07,0.08,0.01,0.08,Matches,epl
131,Bruno Fernandes,pt POR,MF,Manchester Utd,24,1994,3,3,270.0,1.0,2.0,1.0,1.0,1.0,0.0,0.33,0.67,1.0,0.0,0.67,1.3,0.6,0.6,0.44,0.2,0.64,0.19,0.38,Matches,epl
132,Gedson Fernandes,pt POR,MF,Tottenham,20,1999,3,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.15,0.08,0.15,Matches,epl
133,Federico FernÃ¡ndez,ar ARG,DF,Newcastle Utd,30,1989,22,19,1718.0,2.0,1.0,0.0,0.0,4.0,0.0,0.1,0.05,0.16,0.1,0.16,1.4,1.4,0.3,0.07,0.02,0.09,0.07,0.09,Matches,epl
134,Fernandinho,br BRA,DF,Manchester City,34,1985,22,21,1907.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.04,0.01,0.05,0.04,0.05,Matches,epl
135,Roberto Firmino,br BRA,"FW,MF",Liverpool,27,1991,28,26,2332.0,8.0,7.0,0.0,0.0,0.0,0.0,0.31,0.27,0.58,0.31,0.58,11.9,11.9,4.9,0.46,0.19,0.65,0.46,0.65,Matches,epl
136,John Fleck,sco SCO,MF,Sheffield Utd,27,1991,24,24,2099.0,5.0,2.0,0.0,0.0,7.0,0.0,0.21,0.09,0.3,0.21,0.3,3.4,3.4,3.2,0.15,0.14,0.29,0.15,0.29,Matches,epl
137,Phil Foden,eng ENG,"MF,FW",Manchester City,19,2000,13,2,264.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.3,0.3,0.5,0.12,0.17,0.29,0.12,0.29,Matches,epl
138,Pablo Fornals,es ESP,MF,West Ham,23,1996,26,14,1377.0,2.0,5.0,0.0,0.0,1.0,0.0,0.13,0.33,0.46,0.13,0.46,2.1,2.1,2.0,0.14,0.13,0.27,0.14,0.27,Matches,epl
139,Ben Foster,eng ENG,GK,Watford,36,1983,28,28,2520.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
140,Dimitri Foulquier,fr FRA,"MF,DF",Watford,26,1993,3,1,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,epl
141,Juan Foyth,ar ARG,DF,Tottenham,21,1998,4,1,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,epl
142,Simon Francis,eng ENG,DF,Bournemouth,34,1985,15,10,964.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05,Matches,epl
143,Ryan Fraser,sco SCO,"MF,FW",Bournemouth,25,1994,27,20,1973.0,1.0,4.0,0.0,0.0,2.0,0.0,0.05,0.18,0.23,0.05,0.23,2.9,2.9,4.0,0.13,0.18,0.31,0.13,0.31,Matches,epl
144,Fred,br BRA,MF,Manchester Utd,26,1993,23,20,1847.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,2.6,0.08,0.13,0.21,0.08,0.21,Matches,epl
145,Ryan Fredericks,eng ENG,DF,West Ham,26,1992,20,19,1688.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,1.5,0.0,0.08,0.08,0.0,0.08,Matches,epl
146,Luke Freeman,eng ENG,MF,Sheffield Utd,27,1992,9,3,322.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.08,0.09,0.01,0.09,Matches,epl
147,Christian Fuchs,at AUT,DF,Leicester City,33,1986,8,7,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches,epl
148,Eric GarcÃ­a,es ESP,DF,Manchester City,18,2001,6,2,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
149,James Garner,eng ENG,MF,Manchester Utd,18,2001,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
150,Dwight Gayle,eng ENG,FW,Newcastle Utd,28,1990,11,3,288.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,1.1,1.1,0.2,0.34,0.07,0.41,0.34,0.41,Matches,epl
151,Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,17,16,1522.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.03,0.03,0.0,0.03,Matches,epl
152,Jean-Philippe Gbamin,ci CIV,MF,Everton,23,1995,2,1,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
153,David de Gea,es ESP,GK,Manchester Utd,28,1990,27,27,2430.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
154,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,24,1995,24,21,1657.0,4.0,4.0,1.0,1.0,3.0,0.0,0.22,0.22,0.43,0.16,0.38,5.5,4.7,2.5,0.3,0.14,0.44,0.26,0.39,Matches,epl
155,Morgan Gibbs-White,eng ENG,"MF,FW",Wolves,19,2000,4,1,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches,epl
156,Billy Gilmour,sco SCO,"MF,FW",Chelsea,18,2001,2,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.57,0.57,0.0,0.57,Matches,epl
157,Olivier Giroud,fr FRA,FW,Chelsea,32,1986,8,4,356.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,1.4,1.4,0.8,0.37,0.19,0.56,0.37,0.56,Matches,epl
158,Ben Godfrey,eng ENG,DF,Norwich City,21,1998,20,20,1745.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.02,0.0,0.02,0.02,0.02,Matches,epl
159,AndrÃ© Gomes,pt POR,MF,Everton,26,1993,9,7,616.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.03,0.06,0.08,0.03,0.08,Matches,epl
160,Angel Gomes,eng ENG,MF,Manchester Utd,18,2000,2,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.73,0.73,0.0,0.73,Matches,epl
161,Joe Gomez,eng ENG,DF,Liverpool,22,1997,18,13,1186.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,epl
162,Anthony Gordon,eng ENG,MF,Everton,18,2001,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,0.3,0.3,0.30,Matches,epl
163,Dan Gosling,eng ENG,MF,Bournemouth,29,1990,15,10,873.0,2.0,1.0,0.0,0.0,1.0,0.0,0.21,0.1,0.31,0.21,0.31,1.6,1.6,0.3,0.16,0.03,0.19,0.16,0.19,Matches,epl
164,Andre Gray,eng ENG,FW,Watford,28,1991,19,7,710.0,2.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,2.8,2.8,1.7,0.35,0.21,0.57,0.35,0.57,Matches,epl
165,Demarai Gray,eng ENG,"MF,FW",Leicester City,23,1996,14,2,411.0,1.0,1.0,0.0,1.0,1.0,0.0,0.22,0.22,0.44,0.22,0.44,1.9,1.1,0.7,0.41,0.15,0.57,0.25,0.40,Matches,epl
166,Jack Grealish,eng ENG,"FW,MF",Aston Villa,23,1995,25,25,2244.0,7.0,6.0,0.0,1.0,7.0,0.0,0.28,0.24,0.52,0.28,0.52,5.5,4.7,5.2,0.22,0.21,0.43,0.19,0.40,Matches,epl
167,Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,17,2001,21,3,574.0,5.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,2.0,2.0,0.3,0.32,0.04,0.36,0.32,0.36,Matches,epl
168,Arnaut Groeneveld,nl NED,MF,Bournemouth,22,1997,9,4,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.15,0.03,0.18,0.15,0.18,Matches,epl
169,Pascal GroÃ,de GER,"MF,FW",Brighton,28,1991,23,18,1492.0,2.0,4.0,0.0,0.0,2.0,0.0,0.12,0.24,0.36,0.12,0.36,1.8,1.8,4.9,0.11,0.3,0.41,0.11,0.41,Matches,epl
170,Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,26,26,2340.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
171,MattÃ©o Guendouzi,fr FRA,MF,Arsenal,20,1999,22,17,1591.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,1.1,0.03,0.06,0.09,0.03,0.09,Matches,epl
172,Frederic Guilbert,fr FRA,DF,Aston Villa,24,1994,22,20,1810.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,1.4,0.01,0.07,0.08,0.01,0.08,Matches,epl
173,Ä°lkay GÃ¼ndoÄan,de GER,MF,Manchester City,28,1990,24,16,1499.0,2.0,1.0,1.0,2.0,7.0,0.0,0.12,0.06,0.18,0.06,0.12,4.3,2.8,2.3,0.26,0.14,0.4,0.17,0.31,Matches,epl
174,Angus Gunn,eng ENG,GK,Southampton,23,1996,10,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
175,SÃ©bastien Haller,fr FRA,FW,West Ham,25,1994,26,23,2058.0,7.0,1.0,0.0,0.0,1.0,0.0,0.31,0.04,0.35,0.31,0.35,6.8,6.8,1.6,0.3,0.07,0.37,0.3,0.37,Matches,epl
176,Grant Hanley,sco SCO,DF,Norwich City,27,1991,14,13,1172.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.05,0.0,0.05,0.05,0.05,Matches,epl
177,Kortney Hause,eng ENG,DF,Aston Villa,24,1995,11,11,990.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.06,0.0,0.06,0.06,0.06,Matches,epl
178,Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,23,22,1889.0,1.0,1.0,0.0,0.0,4.0,1.0,0.05,0.05,0.1,0.05,0.1,0.8,0.8,1.5,0.04,0.07,0.11,0.04,0.11,Matches,epl
179,Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20,20,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
180,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,26,26,2340.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
181,Jordan Henderson,eng ENG,MF,Liverpool,29,1990,25,22,1891.0,3.0,5.0,0.0,0.0,1.0,0.0,0.14,0.24,0.38,0.14,0.38,1.1,1.1,2.8,0.05,0.14,0.19,0.05,0.19,Matches,epl
182,Jeff Hendrick,ie IRL,MF,Burnley,27,1992,23,21,1846.0,2.0,2.0,0.0,0.0,7.0,0.0,0.1,0.1,0.2,0.1,0.2,1.6,1.6,0.8,0.08,0.04,0.12,0.08,0.12,Matches,epl
183,Wayne Hennessey,wal WAL,GK,Crystal Palace,32,1987,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
184,Javier HernÃ¡ndez,mx MEX,FW,West Ham,31,1988,2,1,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.84,0.84,0.7,0.7,0.0,0.62,0.0,0.62,0.62,0.62,Matches,epl
185,Onel HernÃ¡ndez,cu CUB,"FW,MF",Norwich City,26,1993,17,7,757.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.6,0.13,0.07,0.2,0.13,0.20,Matches,epl
186,Son Heung-min,kr KOR,FW,Tottenham,27,1992,21,20,1748.0,9.0,7.0,0.0,1.0,0.0,2.0,0.46,0.36,0.82,0.46,0.82,7.2,6.3,4.9,0.37,0.25,0.62,0.33,0.58,Matches,epl
187,Rob Holding,eng ENG,"DF,FW",Arsenal,23,1995,2,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
188,JosÃ© Holebas,gr GRE,DF,Watford,35,1984,12,11,1006.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,0.04,0.07,0.1,0.04,0.10,Matches,epl
189,Mason Holgate,eng ENG,DF,Everton,22,1996,20,17,1551.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,2.2,2.2,0.5,0.13,0.03,0.16,0.13,0.16,Matches,epl
190,Nathan Holland,eng ENG,MF,West Ham,21,1998,2,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,epl
191,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,17,10,881.0,3.0,2.0,0.0,0.0,3.0,0.0,0.31,0.2,0.51,0.31,0.51,1.0,1.0,2.5,0.1,0.26,0.35,0.1,0.35,Matches,epl
192,Callum Hudson-Odoi,eng ENG,FW,Chelsea,18,2000,17,7,770.0,1.0,4.0,0.0,0.0,1.0,0.0,0.12,0.47,0.58,0.12,0.58,2.0,2.0,2.3,0.23,0.27,0.5,0.23,0.50,Matches,epl
193,Will Hughes,eng ENG,MF,Watford,24,1995,20,17,1432.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.13,0.06,0.13,2.2,2.2,0.8,0.14,0.05,0.19,0.14,0.19,Matches,epl
194,Pierre HÃ¸jbjerg,dk DEN,MF,Southampton,23,1995,27,26,2357.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.04,0.04,0.0,0.04,2.2,2.2,1.8,0.08,0.07,0.15,0.08,0.15,Matches,epl
195,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
196,Adam Idah,ie IRL,FW,Norwich City,18,2001,2,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
197,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,2,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,4.98,0.0,4.98,4.98,4.98,Matches,epl
198,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,11,6,524.0,3.0,3.0,0.0,0.0,1.0,0.0,0.52,0.52,1.03,0.52,1.03,2.4,2.4,2.1,0.41,0.37,0.78,0.41,0.78,Matches,epl
199,Danny Ings,eng ENG,FW,Southampton,27,1992,28,22,1916.0,15.0,1.0,0.0,0.0,2.0,0.0,0.7,0.05,0.75,0.7,0.75,11.5,11.5,1.6,0.54,0.08,0.62,0.54,0.62,Matches,epl
200,Alex Iwobi,ng NGA,"MF,FW",Everton,23,1996,18,13,1170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2.1,2.1,2.0,0.16,0.15,0.31,0.16,0.31,Matches,epl
201,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,4,1,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
202,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,25,1993,7,3,279.0,2.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.65,0.65,0.5,0.5,0.1,0.16,0.02,0.17,0.16,0.17,Matches,epl
203,Daniel James,wal WAL,FW,Manchester Utd,21,1997,26,24,2085.0,3.0,6.0,0.0,0.0,3.0,0.0,0.13,0.26,0.39,0.13,0.39,2.9,2.9,4.0,0.13,0.17,0.3,0.13,0.30,Matches,epl
204,Matty James,eng ENG,MF,Leicester City,28,1991,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
205,Reece James,eng ENG,DF,Chelsea,19,1999,16,11,1035.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,0.6,0.6,1.8,0.06,0.16,0.21,0.06,0.21,Matches,epl
206,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,7,608.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,0.3,0.3,0.4,0.04,0.06,0.11,0.04,0.11,Matches,epl
207,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,23,13,1306.0,10.0,4.0,0.0,1.0,1.0,0.0,0.69,0.28,0.96,0.69,0.96,13.1,12.4,1.4,0.9,0.1,1.0,0.85,0.95,Matches,epl
208,RaÃºl JimÃ©nez,mx MEX,FW,Wolves,28,1991,27,26,2285.0,12.0,6.0,3.0,3.0,3.0,0.0,0.47,0.24,0.71,0.35,0.59,12.0,9.7,5.0,0.47,0.2,0.67,0.38,0.58,Matches,epl
209,Joelinton,br BRA,FW,Newcastle Utd,22,1996,28,27,2208.0,1.0,2.0,0.0,0.0,5.0,0.0,0.04,0.08,0.12,0.04,0.12,3.8,3.8,2.2,0.16,0.09,0.25,0.16,0.25,Matches,epl
210,Curtis Jones,eng ENG,MF,Liverpool,18,2001,2,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,epl
211,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.0,0.15,0.15,0.15,Matches,epl
212,Jorginho,it ITA,MF,Chelsea,27,1991,26,23,2015.0,4.0,2.0,3.0,3.0,10.0,0.0,0.18,0.09,0.27,0.04,0.13,3.5,1.2,2.2,0.16,0.1,0.25,0.05,0.15,Matches,epl
213,Jota,es ESP,"FW,MF",Aston Villa,28,1991,8,4,313.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,0.1,0.1,0.6,0.04,0.18,0.21,0.04,0.21,Matches,epl
214,Diogo Jota,pt POR,"FW,MF",Wolves,22,1996,23,19,1620.0,5.0,0.0,0.0,0.0,3.0,0.0,0.28,0.0,0.28,0.28,0.28,7.4,7.4,2.2,0.41,0.12,0.53,0.41,0.53,Matches,epl
215,James Justin,eng ENG,DF,Leicester City,21,1998,3,1,110.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,0.0,0.82,0.0,0.0,0.3,0.0,0.21,0.21,0.0,0.21,Matches,epl
216,Christian Kabasele,be BEL,DF,Watford,28,1991,18,17,1484.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.3,0.04,0.02,0.06,0.04,0.06,Matches,epl
217,Harry Kane,eng ENG,FW,Tottenham,26,1993,20,20,1780.0,11.0,2.0,2.0,2.0,2.0,0.0,0.56,0.1,0.66,0.46,0.56,6.9,5.4,1.8,0.35,0.09,0.44,0.27,0.36,Matches,epl
218,N'Golo KantÃ©,fr FRA,MF,Chelsea,28,1991,18,16,1385.0,3.0,0.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,1.5,1.5,2.0,0.1,0.13,0.23,0.1,0.23,Matches,epl
219,Moise Kean,it ITA,FW,Everton,19,2000,20,5,635.0,1.0,2.0,0.0,0.0,0.0,0.0,0.14,0.28,0.43,0.14,0.43,2.9,2.9,0.5,0.41,0.07,0.48,0.41,0.48,Matches,epl
220,Michael Keane,eng ENG,DF,Everton,26,1993,20,17,1566.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.2,0.08,0.01,0.09,0.08,0.09,Matches,epl
221,Naby KeÃ¯ta,gn GUI,MF,Liverpool,24,1995,9,4,368.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.24,0.49,0.24,0.49,1.5,1.5,1.2,0.36,0.29,0.65,0.36,0.65,Matches,epl
222,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,1550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06,Matches,epl
223,Max Kilman,eng ENG,DF,Wolves,22,1997,3,2,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
224,Joshua King,no NOR,"FW,MF",Bournemouth,27,1992,19,17,1467.0,4.0,2.0,1.0,1.0,0.0,0.0,0.25,0.12,0.37,0.18,0.31,4.8,4.0,2.7,0.29,0.16,0.46,0.25,0.41,Matches,epl
